path,clicks,impressions,ctr,position
"/salons/yessica-s-beauty-salon-houston-4d2986b3",0,43,0.00,7.1
"/schools/fade-em-all-barber-college-san-antonio-439bd3a1",0,43,0.00,7.2
"/schools/hands-on-approach-school-of-massage-and-spa-corpus-christi-e4a6a074",0,43,0.00,9.7
"/schools/mireya-s-beauty-institution-harlingen-3ee9a65c",0,43,0.00,5.8
"/schools/ogle-school-beauty-and-cosmetology-fort-worth-fort-worth-da2f807a",0,43,0.00,9.1
"/schools/riverside-barber-beauty-institute-fort-worth-fd58d81c",0,43,0.00,8.3
"/shop/barber-shop-at-the-adolphus-dallas-a6a05d57",0,43,0.00,8.0
"/shop/founders-barber-shop-fort-worth-c504e46c",0,43,0.00,8.8
"/stores/armstrong-mccall-professional-beauty-supply-houston-77096-0bc933ba",0,43,0.00,9.6
"/stores/beauty-sensation-5-houston-77081-0e3d6d5a",0,43,0.00,4.5
"/stores/s-q-beauty-supply-houston-77079-d9962c08",0,43,0.00,8.9
"/stores/sally-beauty-houston-77094-c440315e",0,43,0.00,14.2
"/stores/she-s-happy-hair-houston-77073-b530626a",0,43,0.00,9.4
"/salons/j-m-hair-salon-houston-7895ac8b",1,42,2.38,7.5
"/salons/yasmin-threading-salon-houston-a22efac2",1,42,2.38,5.4
"/schools/aveda-arts-sciences-institute-dallas-dallas-e6be9d41",1,42,2.38,10.6
"/schools/dallas-blends-barber-academy-duncanville-dallas-1d31c230",1,42,2.38,8.4
"/schools/deleon-barber-and-beauty-academy-llc-bastrop-6dd4a426",1,42,2.38,7.7
"/barbers/neymar-s-barber-shop-tx-d763ed1b",0,42,0.00,9.6
"/salons/atelier-salon-corpus-christi-44f1a016",0,42,0.00,7.3
"/salons/cost-cutters-houston-3a3833d3",0,42,0.00,9.8
"/salons/hair-today-houston-1cf63647",0,42,0.00,5.0
"/salons/house-of-royalt-beauty-bar-boutique-san-antonio-f04694cb",0,42,0.00,4.0
"/salons/karinana-s-beauty-shop-houston-dcb9eda8",0,42,0.00,10.9
"/salons/lauren-hair-salon-houston-540bd67b",0,42,0.00,4.3
"/salons/lonesome-blonde-cypress-e88990e0",0,42,0.00,6.6
"/salons/monopoly-unisex-salon-houston-9a112cec",0,42,0.00,6.6
"/salons/primp-and-blow-west-university-houston-6fe92a03",0,42,0.00,12.0
"/salons/rd-beaute-studio-rhonyadidthat-houston-fda09132",0,42,0.00,13.5
"/salons/rose-hair-salon-houston-3c8e6d35",0,42,0.00,8.9
"/salons/san-luis-hair-salon-houston-1bbfe424",0,42,0.00,5.5
"/salons/the-shade-haus-houston-fba1f53b",0,42,0.00,10.2
"/salons/whistle-sway-salon-voted-best-salon-in-fort-worth-magazine-fort-worth-ef5f945a",0,42,0.00,6.9
"/salons/yadi-beauty-salon-houston-f1ea7550",0,42,0.00,6.2
"/schools/bellezza-cantu-skincare-institute-grand-prairie-3dac7832",0,42,0.00,8.9
"/schools/dallas-beauty-and-barber-academy-dallas-36885788",0,42,0.00,12.0
"/schools/flavous-beauty-academy-llc-mckinney-9c026126",0,42,0.00,9.1
"/schools/km-beauty-and-barber-institute-garland-6f18e1a0",0,42,0.00,11.0
"/schools/milan-institute-of-cosmetology-san-antonio-south-san-antonio-7077379a",0,42,0.00,10.8
"/schools/montana-barber-institute-el-paso-1b893688",0,42,0.00,7.4
"/schools/ogle-school-beauty-and-cosmetology-central-dallas-dallas-fdf9a9b4",0,42,0.00,10.0
"/stores/blades-barber-and-beauty-salon-houston-77061-3479f66b",0,42,0.00,18.5
"/stores/coco-bella-hair-beauty-n-5-sugar-land-f7d8d7a2",0,42,0.00,7.3
"/stores/ej-beauty-supply-9-katy-34b74c27",0,42,0.00,4.2
"/stores/exquisite-beauty-supply-houston-77083-c98c4868",0,42,0.00,9.0
"/stores/fine-beauty-supply-pearland-tx-pearland-6a66ea5a",0,42,0.00,5.4
"/stores/jenny-beauty-supply-irving-since-1992-dallas-8cbb0712",0,42,0.00,12.9
"/stores/pearland-beauty-pearland-08c0799a",0,42,0.00,9.2
"/stores/pro-nail-supply-san-antonio-0741e253",0,42,0.00,6.9
"/stores/sola-beauty-supplies-houston-77062-3cf10196",0,42,0.00,3.5
"/stores/von-w-hair-products-houston-77077-5be5b2d2",0,42,0.00,6.3
"/barbers/guccithebarber-tx-26d054fd",2,41,4.88,7.4
"/schools/north-central-texas-college-gainesville-4043c09d",2,41,4.88,7.6
"/salons/yosis-dominican-hair-salon-houston-7820c42b",1,41,2.44,8.2
"/schools/360-barber-college-sulphur-springs-0dce1349",1,41,2.44,4.2
"/schools/the-salon-professional-academy-lewisville-e10a39ea",1,41,2.44,10.1
"/barbers/anthony-the-barber-houston-77008-9a639029",0,41,0.00,9.2
"/barbers/big-kats-barbershop-elvis-houston-77002-b73600a5",0,41,0.00,9.8
"/barbers/most-famous-cutz-dallas-75212-0b414a0e",0,41,0.00,10.3
"/barbers/rickyfade-the-fade-room-dallas-75215-97e7c708",0,41,0.00,10.0
"/salons/beaut-by-k-houston-20dd6c32",0,41,0.00,13.6
"/salons/blonde-expert-studio-lash-hair-salon-bunker-hill-houston-27438f1d",0,41,0.00,6.3
"/salons/delis-beauty-salon-houston-755fa418",0,41,0.00,10.4
"/salons/hair-xperts-salon-san-antonio-69a9413c",0,41,0.00,9.8
"/salons/judy-s-beauty-salon-and-barber-shop-houston-f95aeee9",0,41,0.00,8.5
"/salons/keva-salon-houston-18e3ff12",0,41,0.00,6.1
"/salons/khroma-hair-studio-houston-64228756",0,41,0.00,6.4
"/salons/laura-s-beauty-salon-houston-481260ba",0,41,0.00,7.6
"/salons/lush-hair-folk-salon-houston-e882b52e",0,41,0.00,6.5
"/salons/maison-de-glam-beauty-studio-houston-dff36d97",0,41,0.00,8.5
"/salons/mint-well-salon-head-spa-houston-6d9b4c5a",0,41,0.00,8.0
"/salons/ml-hair-braiding-llc-mckinney-899a08fd",0,41,0.00,3.5
"/salons/pfinesse-salon-spa-pflugerville-f6da85f0",0,41,0.00,9.4
"/salons/salon-social-houston-bef80940",0,41,0.00,16.6
"/salons/spoiled-rotten-beauty-bar-houston-ab3dbf48",0,41,0.00,9.3
"/salons/the-stargazer-salon-fort-worth-d7845873",0,41,0.00,9.5
"/schools/elegance-barber-styling-academy-dallas-03148639",0,41,0.00,8.7
"/schools/face-it-beauty-school-llc-pearland-1bbeb2eb",0,41,0.00,7.1
"/schools/invictus-career-college-dallas-4f9f1c34",0,41,0.00,7.7
"/schools/mannequin-beauty-school-llc-spring-fcafe134",0,41,0.00,9.7
"/shop/tims-barber-shop-tyler-653146ac",0,41,0.00,6.7
"/shop/tovi-barbershop-plano-8adf2e60",0,41,0.00,8.1
"/stores/a-f-beauty-supply-hair-braiding-houston-77082-b6f15910",0,41,0.00,9.6
"/stores/armstrong-mccall-professional-beauty-supply-houston-77077-be93799f",0,41,0.00,12.4
"/stores/beauty-one-beauty-supply-san-antonio-575c185b",0,41,0.00,4.5
"/stores/discount-unlimited-beauty-supply-houston-77099-7939c568",0,41,0.00,41.1
"/stores/kyungs-beauty-supply-store-houston-77070-92b96ac1",0,41,0.00,4.4
"/stores/the-hair-zone-beauty-supply-mckinney-1f9dfe69",0,41,0.00,8.9
"/stores/wall-to-wall-beauty-supply-san-antonio-cb3a0710",0,41,0.00,7.7
"/stores/beauty-galaxy-houston-77093-16e8fc15",2,40,5.00,5.8
"/salons/bande-s-braids-houston-34cc345c",1,40,2.50,7.3
"/salons/haute-hair-salon-by-anaite-houston-7fba414f",1,40,2.50,6.6
"/salons/kingdom-retreat-salon-and-more-houston-d944bf9d",1,40,2.50,8.3
"/salons/mary-carmen-s-hair-studio-brownsville-2eae329c",1,40,2.50,5.2
"/schools/frank-phillips-college-perryton-campus-perryton-089ebe63",1,40,2.50,7.5
"/schools/grayson-county-college-denison-9ce0709a",1,40,2.50,8.7
"/stores/keys-beauty-houston-77073-7cff13bd",1,40,2.50,8.6
"/barbers/all-star-fades-by-preston-dallas-75244-1e038dbd",0,40,0.00,30.0
"/barbers/hotspot-barbershop-tx-a1ae6485",0,40,0.00,8.5
"/barbers/new-style-barbershop-richardson-75081-f4649f91",0,40,0.00,8.7
"/salons/abril-s-hair-salon-houston-6aee7162",0,40,0.00,6.8
"/salons/aia-beauty-studio-frisco-c5b1ba73",0,40,0.00,8.0
"/salons/altered-images-color-salon-day-spa-pearland-ae6211ef",0,40,0.00,7.2
"/salons/april-s-hair-salon-houston-8959db4d",0,40,0.00,8.3
"/salons/bleach-salon-houston-33c60abc",0,40,0.00,9.4
"/salons/brashae-s-beauty-supply-houston-ae709388",0,40,0.00,9.0
"/salons/candice-maude-fort-worth-d889093a",0,40,0.00,6.7
"/salons/ceron-hair-studio-memorial-green-houston-cb30c074",0,40,0.00,11.6
"/salons/clean-hair-salon-studios-corpus-christi-27944a2c",0,40,0.00,16.5
"/salons/divine-salon-houston-eadf8df7",0,40,0.00,7.3
"/salons/era-salon-dallas-dbd0d602",0,40,0.00,7.0
"/salons/hair-iz-hair-salon-barber-by-ericka-houston-752f2b92",0,40,0.00,8.2
"/salons/jade-hair-salon-houston-7649421a",0,40,0.00,4.8
"/salons/katty-hair-salon-houston-ce51f1e0",0,40,0.00,7.6
"/salons/m-a-hair-salon-houston-7b76a8d5",0,40,0.00,6.5
"/salons/michael-saldana-salon-greenway-houston-19d6bb39",0,40,0.00,8.7
"/salons/que-bella-hair-nails-houston-ab9fe7c9",0,40,0.00,9.5
"/salons/saint-nola-beauty-houston-caac253b",0,40,0.00,5.2
"/salons/snooty-girl-hair-and-lash-studio-houston-af527da2",0,40,0.00,6.8
"/schools/elite-beauty-academy-houston-5ae69f58",0,40,0.00,9.2
"/schools/meraki-institute-llc-willis-04cd0fc7",0,40,0.00,10.1
"/schools/ogle-school-hair-skin-nails-denton-e061d074",0,40,0.00,10.6
"/schools/professional-skin-care-academy-llc-waxahachie-7bc5e2eb",0,40,0.00,10.9
"/schools/the-men-barber-school-austin-3516d64f",0,40,0.00,6.0
"/schools/yahweh-beauty-academy-killeen-998377f8",0,40,0.00,16.5
"/shop/the-base-barber-studio-cypress-059622f7",0,40,0.00,8.6
"/stores/nautikas-barber-shop-houston-77093-b2bae0b1",0,40,0.00,8.6
"/stores/oprah-beauty-supply-dallas-a516a775",0,40,0.00,5.9
"/stores/star-beauty-supply-pflugerville-0883ed35",0,40,0.00,8.9
"/texas/houston/insights/market-analysis/wild-boars-barbershop",0,40,0.00,10.3
"/schools/coastal-bend-college-beeville-e8538fb9",2,39,5.13,7.4
"/stores/fany-barber-houston-77089-193c635a",1,39,2.56,8.2
"/barbers/4him-barbershop-tx-a015c922",0,39,0.00,7.3
"/barbers/neno-stylo-barbershop-houston-77063-83fbc3ea",0,39,0.00,7.9
"/salon-suites-for-rent-houston",0,39,0.00,34.1
"/salons/abi-s-hairs-salon-spa-barber-shop-houston-0116c796",0,39,0.00,5.6
"/salons/alan-murphy-salon-houston-1ade0c98",0,39,0.00,9.9
"/salons/b-b-s-barber-and-beauty-salon-houston-69b95b77",0,39,0.00,9.6
"/salons/beautiful-grace-salon-houston-499deded",0,39,0.00,10.5
"/salons/cosmic-hair-society-houston-4e96869e",0,39,0.00,10.5
"/salons/julissa-beauty-salon-houston-d87397c2",0,39,0.00,7.2
"/salons/liz-hair-salon-houston-0e83c94f",0,39,0.00,5.1
"/salons/melissa-s-beauty-salon-houston-fb74c772",0,39,0.00,8.6
"/salons/naturally-rooted-natural-hair-salon-houston-fcac9f25",0,39,0.00,8.3
"/salons/naty-salon-spa-houston-5be2641e",0,39,0.00,7.1
"/salons/nebula-noir-salon-houston-d20d410c",0,39,0.00,7.3
"/salons/new-concept-beauty-salon-a-paul-mitchell-salon-brownsville-db08c315",0,39,0.00,9.4
"/salons/planet-braids-houston-684b62b5",0,39,0.00,11.3
"/salons/susie-s-corner-hair-salon-houston-9e4f4ec3",0,39,0.00,9.2
"/salons/tha-hair-goddess-houston-f38105da",0,39,0.00,7.3
"/salons/the-pretti-parlor-houston-ddc82d41",0,39,0.00,6.7
"/salons/westend-hair-company-el-paso-6bde0ad2",0,39,0.00,7.7
"/schools/dallas-barber-stylist-college-dallas-b1be74f4",0,39,0.00,7.8
"/schools/gulf-coast-barber-college-league-city-36526f46",0,39,0.00,8.9
"/schools/progress-beauty-college-houston-c3abe52d",0,39,0.00,5.9
"/shop/rstar-barbershop-men-s-haircut-austin-austin-2194ae33",0,39,0.00,7.0
"/stores/angel-s-beauty-supply-dallas-a7f2c8d1",0,39,0.00,4.1
"/stores/complete-beauty-bar-houston-77054-7a7ae749",0,39,0.00,12.0
"/stores/m-salon-beauty-supply-houston-77071-40346177",0,39,0.00,9.3
"/stores/round-rock-beauty-supply-store-2-austin-adaa84dd",0,39,0.00,9.2
"/barbers/david-stylz-da-barber-irving-75062-38e64971",3,38,7.89,3.7
"/salons/paloma-s-beauty-salon-houston-006704f9",1,38,2.63,13.2
"/salons/sergio-s-hair-styles-houston-ec1d8e9b",1,38,2.63,8.2
"/barbers/alexis-the-barber-tx-1fe6c932",0,38,0.00,8.1
"/barbers/booksy-tx-744849c9",0,38,0.00,10.7
"/barbers/clutch-city-cutz-tx-c8e3e4ad",0,38,0.00,10.5
"/barbers/lower-greenville-barbershop-tx-c78815f5",0,38,0.00,11.6
"/insights/texas-barber-school-length-vs-apprenticeship",0,38,0.00,16.7
"/salons/belleza-eyebrows-sherman-c3632edd",0,38,0.00,5.3
"/salons/chevere-beauty-studio-houston-f94e31d9",0,38,0.00,5.4
"/salons/dee-signature-hair-studio-houston-85fc9c6b",0,38,0.00,5.0
"/salons/eternal-beauty-salon-spa-houston-745fd313",0,38,0.00,10.7
"/salons/gypsy-rose-salon-pflugerville-c97c1d64",0,38,0.00,9.9
"/salons/hair-rhythm-japan-plano-3e06bada",0,38,0.00,6.9
"/salons/hue-hair-lounge-katy-8917d7bf",0,38,0.00,7.8
"/salons/jn-beauty-salon-houston-14c6f4ce",0,38,0.00,8.9
"/salons/lifespa-houston-3614e878",0,38,0.00,11.7
"/salons/nancy-s-beauty-salon-houston-242beb1c",0,38,0.00,8.0
"/salons/norba-s-hair-salon-houston-a0a1e6b8",0,38,0.00,16.9
"/salons/perfect-cuts-by-tracy-houston-df433d3f",0,38,0.00,4.2
"/salons/pure-posh-salon-at-stone-oak-san-antonio-ec1e9372",0,38,0.00,11.6
"/salons/sandy-s-beauty-salon-houston-2d75c938",0,38,0.00,7.4
"/salons/the-cutting-edge-salon-waco-waco-c9d0ffc2",0,38,0.00,9.7
"/salons/unique-headquarters-hair-salon-houston-3b9bceb9",0,38,0.00,7.7
"/salons/uplift-hair-nail-lash-spa-katy-tx-katy-0e5f1011",0,38,0.00,8.8
"/salons/w-s-hair-factory-salon-houston-a0a28a91",0,38,0.00,8.3
"/schools/community-barber-school-conroe-8544eca4",0,38,0.00,8.4
"/schools/el-paso-community-college-el-paso-b999f13c",0,38,0.00,9.7
"/schools/premier-barber-school-houston-houston-bbec540a",0,38,0.00,9.1
"/schools/salon-boutique-academy-addison-65c6cced",0,38,0.00,13.3
"/schools/trinity-valley-community-college-terrell-7bddba1e",0,38,0.00,7.7
"/shop/areedo-barbershop-san-antonio-64147968",0,38,0.00,7.7
"/shop/haircuts-at-whitney-s-college-station-0ac7a010",0,38,0.00,9.9
"/stores/fine-beauty-supply-barker-cypress-houston-77094-42fcb77c",0,38,0.00,17.0
"/stores/happy-beauty-co-10847-dallas-def1e64f",0,38,0.00,6.9
"/salons/arukas-hair-plano-plano-8b252111",1,37,2.70,8.1
"/salons/pressed-roots-houston-1805a75f",1,37,2.70,12.0
"/salons/viva-styles-hair-salon-houston-64aeb29c",1,37,2.70,15.8
"/schools/89-beauty-school-cypress-39b2b899",1,37,2.70,8.9
"/schools/its-academy-of-beauty-el-paso-el-paso-8566431f",1,37,2.70,15.9
"/schools/opal-naomi-cosmetology-academy-llc-cedar-hill-53d945fb",1,37,2.70,6.1
"/salons/2000-cuts-salon-houston-0de4c0b3",0,37,0.00,6.2
"/salons/bella-krown-beauty-salon-houston-43f722b2",0,37,0.00,7.6
"/salons/bellaqua-hair-salon-day-spa-houston-48949271",0,37,0.00,8.5
"/salons/belle-beauty-hub-houston-04b41446",0,37,0.00,7.6
"/salons/chicas-salon-de-belleza-houston-500ede56",0,37,0.00,4.7
"/salons/cindy-hair-salon-houston-7c4197f9",0,37,0.00,7.9
"/salons/d-t-beauty-salon-houston-d12ec015",0,37,0.00,8.1
"/salons/duo-salon-dallas-835156e6",0,37,0.00,9.0
"/salons/fantastic-haircuts-houston-2d276ea1",0,37,0.00,7.9
"/salons/french-door-salon-spa-college-station-c774aac2",0,37,0.00,9.5
"/salons/hey-guapa-nail-studio-houston-77e86e9d",0,37,0.00,5.8
"/salons/la-bonita-beauty-salon-houston-ae6497a2",0,37,0.00,8.5
"/salons/luz-ma-hair-salon-and-barber-shop-houston-6b2e4da2",0,37,0.00,5.2
"/salons/s-hair-studio-houston-fe3db5ca",0,37,0.00,7.5
"/salons/shine-on-heights-houston-fadbb7ef",0,37,0.00,22.9
"/salons/studio9-hair-artistry-llc-houston-6bb36e69",0,37,0.00,11.0
"/salons/the-luxe-experience-24hr-braid-salon-houston-92b5775e",0,37,0.00,7.8
"/salons/walk-of-fame-salon-el-paso-8cf5915e",0,37,0.00,6.7
"/schools/bella-beauty-college-airport-campus-austin-6f2f2170",0,37,0.00,9.9
"/schools/boss-nail-academy-wylie-2a3683d0",0,37,0.00,7.9
"/schools/lester-s-beauty-academy-llc-elgin-1dc9f833",0,37,0.00,7.0
"/schools/mca-skin-care-academy-llc-amarillo-74d701f1",0,37,0.00,9.8
"/schools/the-beauty-pro-university-arlington-964b4311",0,37,0.00,9.5
"/schools/tint-school-of-makeup-cosmetology-plano-260a4e10",0,37,0.00,8.5
"/schools/viva-de-beauty-professional-academy-llc-arlington-377c3ec8",0,37,0.00,12.2
"/shop/haircuts-by-lateesch-upscale-men-s-grooming-specialist-the-woodlands-36602187",0,37,0.00,4.6
"/shop/lit-barbershop-el-paso-0cd6938c",0,37,0.00,9.1
"/shop/mai-s-barber-shop-houston-77095-d3d677a3",0,37,0.00,5.9
"/shop/men-s-only-haircuts-gem-lake-road-amarillo-daad5b83",0,37,0.00,9.1
"/shop/q-salon-barber-cypress-7573c236",0,37,0.00,12.2
"/stores/beauty-and-beast-houston-77096-30f127f9",0,37,0.00,7.0
"/stores/beauty-queen-hair-beauty-supply-houston-7409253c",0,37,0.00,7.0
"/stores/belleza-beauty-houston-77075-c6848073",0,37,0.00,6.1
"/stores/sally-beauty-houston-77089-af23696d",0,37,0.00,12.7
"/stores/uptown-beauty-supply-2-houston-77099-08896f74",0,37,0.00,11.2
"/salons/the-hair-magician-austin-fe4a8ea1",2,36,5.56,4.7
"/salons/foxtail-hair-salon-pearland-ec3c8fa0",1,36,2.78,7.1
"/salons/maise-salon-suites-fort-worth-4e155364",1,36,2.78,7.4
"/barbers/-irving-75038-44b960c0",0,36,0.00,5.9
"/salons/a-d-beauty-salon-houston-ff11539d",0,36,0.00,8.1
"/salons/amazing-beauty-bar-houston-f8cbf626",0,36,0.00,7.1
"/salons/b-e-hair-salon-estilista-y-barbero-cubanos-houston-9f4328e1",0,36,0.00,6.0
"/salons/balayage-salon-spa-corpus-christi-2a2b7a40",0,36,0.00,7.1
"/salons/bee-beautiful-salon-spa-houston-3a6c94f2",0,36,0.00,19.8
"/salons/beyond-beaute-wellness-spa-houston-5e3623e5",0,36,0.00,21.4
"/salons/bliss-hair-artistry-houston-712e5df2",0,36,0.00,4.2
"/salons/complete-beauty-bar-houston-c9c62b53",0,36,0.00,10.5
"/salons/d-arely-s-hair-salon-barber-shop-houston-a5baa8a9",0,36,0.00,8.8
"/salons/elvia-s-beauty-salon-houston-0489a201",0,36,0.00,8.8
"/salons/flawless-hair-houston-4b043165",0,36,0.00,16.2
"/salons/hair-creations-houston-582e017f",0,36,0.00,8.4
"/salons/house-of-blonde-fort-worth-b487ce0c",0,36,0.00,5.8
"/salons/jelen-s-beauty-salon-houston-961adb40",0,36,0.00,6.2
"/salons/kafui-hair-braiding-houston-c7aac961",0,36,0.00,7.3
"/salons/ll-hair-studio-an-aveda-concept-salon-houston-7bbbbb87",0,36,0.00,13.1
"/salons/mb-hair-salon-houston-53cb7a08",0,36,0.00,9.2
"/salons/pure-beauty-salon-corpus-christi-4f15ab40",0,36,0.00,9.6
"/salons/qkueen-nola-braids-locs-houston-bea12137",0,36,0.00,2.8
"/salons/the-beauty-buzz-hair-salon-houston-e2197967",0,36,0.00,13.1
"/salons/trendy-hair-studio-houston-80fd89b4",0,36,0.00,8.7
"/salons/v-x-beauty-salon-houston-0729cda1",0,36,0.00,8.0
"/salons/wasan-beauty-houston-28ec172a",0,36,0.00,7.2
"/schools/image-academy-cos-esthetician-barber-llc-houston-9eec65dd",0,36,0.00,10.8
"/schools/immaculate-cut-barber-institute-fort-worth-tx-fort-worth-078ca2d9",0,36,0.00,7.7
"/schools/master-barbers-institute-dallas-3a55ad06",0,36,0.00,11.1
"/schools/mid-cities-barber-college-grand-prairie-bccefadd",0,36,0.00,8.9
"/schools/southeast-texas-career-institute-silsbee-c05a23fe",0,36,0.00,8.8
"/shop/prohibition-barber-shop-hair-cuts-beards-from-experienced-barbers-pasadena-f3a946d7",0,36,0.00,1.5
"/stores/coco-bella-hair-beauty-n-2-pearland-9bdcde02",0,36,0.00,5.7
"/stores/house-of-clippers-barber-shop-houston-77085-1b1e57bc",0,36,0.00,31.8
"/stores/optimum-beauty-supply-fort-worth-ff30e581",0,36,0.00,5.8
"/stores/sally-beauty-houston-77096-3ecef53a",0,36,0.00,12.9
"/stores/sky-beauty-supply-houston-77091-160686da",0,36,0.00,7.9
"/salons/aurora-s-beauty-salon-houston-3cf8ded4",1,35,2.86,6.6
"/salons/magaly-beauty-salon-houston-36faf873",1,35,2.86,5.7
"/salons/sos-imagen-beauty-barbershop-houston-fbb98069",1,35,2.86,7.4
"/salons/ziba-hair-salon-austin-b06916af",1,35,2.86,7.2
"/schools/adia-beauty-llc-grand-prairie-d5867a20",1,35,2.86,8.3
"/schools/clarendon-college-pampa-center-pampa-5d42827f",1,35,2.86,8.5
"/schools/fort-bend-barber-college-rosenberg-bf633f52",1,35,2.86,8.2
"/barbers/badom-barbershop-tx-9641234d",0,35,0.00,10.0
"/barbers/jorge-barber-shop-tx-d89536ae",0,35,0.00,8.9
"/barbers/me-o-fadez-irving-75060-4b7372a3",0,35,0.00,9.7
"/barbers/wicked-cutz-paragon-parlor-tx-296777f8",0,35,0.00,8.1
"/salons/alex-burton-salons-sugar-land-a7a863bd",0,35,0.00,9.0
"/salons/bella-terra-spa-wellness-pasadena-d99bc61d",0,35,0.00,8.6
"/salons/boardwalk-salon-spa-college-station-b77827ba",0,35,0.00,7.3
"/salons/bridget-beauty-salon-houston-bb4ab3a9",0,35,0.00,6.9
"/salons/chad-m-hair-lounge-and-co2-spa-lovers-ln-dallas-2305100b",0,35,0.00,9.3
"/salons/cobalt-blue-salon-austin-4699489e",0,35,0.00,7.9
"/salons/divine-hair-n-spa-houston-1d99669c",0,35,0.00,6.0
"/salons/duquesa-beauty-salon-houston-2426298e",0,35,0.00,4.8
"/salons/flash-beauty-salon-houston-91c6eb02",0,35,0.00,7.9
"/salons/friends-beauty-salon-garland-db12782d",0,35,0.00,6.3
"/salons/hair-by-isabel-jimenez-texas-houston-bbc12f1c",0,35,0.00,6.4
"/salons/higher-level-skin-beauty-el-paso-a6821210",0,35,0.00,7.6
"/salons/karla-styles-beauty-bar-houston-253cc3ae",0,35,0.00,9.5
"/salons/modish-salon-professional-llc-san-antonio-ef0820f1",0,35,0.00,6.6
"/salons/oralia-s-beauty-salon-houston-bdbf2f6e",0,35,0.00,5.6
"/salons/perla-s-beauty-salon-houston-d420bae3",0,35,0.00,8.3
"/salons/planet-sol-salon-corpus-christi-c8d490bd",0,35,0.00,13.4
"/salons/shear-glow-beauty-studio-houston-2ba29001",0,35,0.00,7.8
"/salons/stone-creek-salon-and-suites-houston-d7cf778e",0,35,0.00,6.9
"/salons/supercuts-houston-fcea3049",0,35,0.00,13.9
"/salons/the-hair-care-company-houston-c2dc271f",0,35,0.00,18.2
"/salons/village-cuts-hair-salon-the-woodlands-485357bf",0,35,0.00,7.1
"/schools/amenti-beauty-academy-llc-odessa-c672209d",0,35,0.00,10.8
"/schools/faded-culture-academy-san-antonio-402022f6",0,35,0.00,9.1
"/schools/kalibur-barber-college-fort-worth-8702e6b3",0,35,0.00,8.7
"/schools/lamar-state-college-port-arthur-beaumont-6e0856e8",0,35,0.00,15.3
"/schools/navarro-college-cosmetology-waxahachie-8f665739",0,35,0.00,9.4
"/shop/up-and-up-barbershop-plano-plano-59eaedd0",0,35,0.00,10.1
"/stores/ep-beauty-supply-el-paso-b95d2ac2",0,35,0.00,8.5
"/stores/fine-beauty-supply-katy-tx-katy-3e754d35",0,35,0.00,8.5
"/stores/i-beauty-nail-supply-houston-77095-09f7193f",0,35,0.00,6.9
"/stores/sally-beauty-houston-77091-76ef3226",0,35,0.00,12.4
"/stores/somidoge-beauty-supply-houston-77094-4c24c0f4",0,35,0.00,4.9
"/stores/touch-of-essence-beauty-supply-houston-77049-f4f96a49",0,35,0.00,16.5
"/salons/acennett-s-beauty-salon-houston-007ea489",2,34,5.88,3.8
"/schools/paul-mitchell-the-school-austin-austin-5390a711",2,34,5.88,13.1
"/schools/lagrone-academy-denton-4a44da63",1,34,2.94,8.7
"/schools/next-level-barber-institute-llc-bay-city-0511dd0a",1,34,2.94,8.6
"/schools/trimsetters-barber-academy-inc-greenville-debff1d8",1,34,2.94,5.7
"/stores/mary-s-payless-beauty-supply-houston-77092-bd585431",1,34,2.94,6.1
"/corpus-christi/78411",0,34,0.00,17.1
"/salons/209-salon-and-extensions-studio-mckinney-1536a401",0,34,0.00,8.5
"/salons/african-queen-hair-braiding-beaumont-59e9f139",0,34,0.00,7.6
"/salons/aga-co-salon-by-aracely-s-houston-0b7998f6",0,34,0.00,10.7
"/salons/array-of-artistry-houston-d6f6d6f2",0,34,0.00,9.3
"/salons/atrium-studio-salon-houston-d4ffced9",0,34,0.00,8.4
"/salons/bg-hair-artist-beauty-studio-houston-6a369ece",0,34,0.00,9.3
"/salons/clippers-salon-houston-f94a6629",0,34,0.00,7.0
"/salons/dezaray-hair-salon-houston-50c37fb2",0,34,0.00,3.1
"/salons/ericka-s-beauty-salon-houston-02fb242d",0,34,0.00,8.7
"/salons/fairlady-salon-pflugerville-72f8249c",0,34,0.00,7.2
"/salons/flawless-image-houston-362268d4",0,34,0.00,8.8
"/salons/hair-by-kc-houston-3e4c5af9",0,34,0.00,8.0
"/salons/jovie-salon-mckinney-354ba774",0,34,0.00,8.6
"/salons/kashmir-salon-amarillo-e8ff7db4",0,34,0.00,6.8
"/salons/michael-saldana-salon-houston-f19e7619",0,34,0.00,9.5
"/salons/modesty-beauty-salon-houston-c9689bd4",0,34,0.00,9.3
"/salons/muse-the-salon-dallas-294abc4b",0,34,0.00,8.4
"/salons/procuts-brownsville-8a30c1ab",0,34,0.00,7.3
"/salons/ragaeh-beauty-salon-el-paso-b7c75f94",0,34,0.00,8.4
"/salons/sensational-hair-san-antonio-e476246b",0,34,0.00,4.6
"/salons/sophisticuts-beauty-salon-spa-nails-massage-facial-body-contour-deep-cleaning-houston-b410bb7c",0,34,0.00,4.6
"/salons/tovar-s-hair-salon-houston-6caeb949",0,34,0.00,13.0
"/salons/v-i-p-estilo-houston-85994d72",0,34,0.00,7.1
"/salons/visible-changes-inside-galleria-1-houston-58244211",0,34,0.00,9.6
"/schools/beauty-of-all-races-academy-llc-desoto-885f7ab2",0,34,0.00,7.5
